API_WellNo,FileNumber,Operator,WellName,County,Pool_Nm,PoolCompDate,Date_Treat,Top_,Bot,Frac_Acid,Units,Vol,Lbs_Prop,Acid_Con,MTPress,MTRate_N,Stages,Wh_Lat,Wh_Long
33053075530000,32585,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  10-19H1,MCKENZIE,BAKKEN,10/6/2017,7/6/2017,10761,20856,SAND,Bbl,218785,10086492,NULL,9259,66,61,48.0608093,-102.8267999
33053075520000,32584,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  9-19H,MCKENZIE,BAKKEN,10/4/2017,8/25/2017,10704,20684,SAND,Bbl,389332,10068843,NULL,9240,65,61,48.06068595,-102.8267995
33053075510000,32583,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  8-19H2,MCKENZIE,BAKKEN,10/2/2017,9/1/2017,10780,20748,SAND,Bbl,222349,10016054,NULL,9308,62,61,48.06056259,-102.826799
33053075500000,32582,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  7-19H,MCKENZIE,BAKKEN,9/29/2017,8/24/2017,10655,20623,SAND,Bbl,251781,10105986,NULL,9234,60,61,48.06043924,-102.8267985
33025031310000,32581,NEWFIELD PRODUCTION COMPANY,JORGENSON FEDERAL  148-96-10-15-13H,DUNN,BAKKEN,6/11/2016,5/12/2016,11053,20527,SAND,Bbl,116080,5586584,NULL,9362,41.9,50,47.65954155,-102.8974466
33053075490000,32580,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  152-93-7C-6-14H,MCKENZIE,BAKKEN,10/28/2016,9/15/2016,11191,21459,SAND,Gal,6412502,5114204,15,9963,75,35,47.99315571,-102.6369736
33053075480000,32579,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  152-93-7C-6-5H,MCKENZIE,BAKKEN,11/1/2016,9/14/2016,11041,21735,SAND,Gal,6207201,5423757,15,9603,76,36,47.99315564,-102.6370963
33053075470000,32578,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  6-19H1,MCKENZIE,BAKKEN,10/6/2017,7/3/2017,10967,21111,SAND,Bbl,288584,14971430,NULL,9021,63,62,48.05434754,-102.8267612
33053075460000,32577,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  5-19H,MCKENZIE,BAKKEN,7/31/2017,7/3/2017,10834,20982,SAND,Bbl,317036,14832154,NULL,8434,62,61,48.05422419,-102.8267618
33053075450000,32576,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  4-19H2,MCKENZIE,BAKKEN,10/1/2017,7/4/2017,10882,21010,SAND,Bbl,286753,14993472,NULL,9056,65,61,48.05410083,-102.8267624
33053075440000,32575,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  3-19H,MCKENZIE,BAKKEN,9/28/2017,8/7/2017,10707,20685,SAND,Bbl,310183,14846502,NULL,9248,69,61,48.05397748,-102.8267629
33053075430000,32574,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  2-19H1,MCKENZIE,BAKKEN,9/27/2017,7/20/2017,10781,20900,SAND,Bbl,286421,15184197,NULL,8346,64,62,48.05385412,-102.8267635
33053075420000,32573,"CONTINENTAL RESOURCES, INC.",TARENTAISE FEDERAL  1-19H,MCKENZIE,BAKKEN,9/27/2017,7/20/2017,10808,20780,SAND,Bbl,324725,14249071,NULL,9561,63,61,48.05373077,-102.8267641
33053075310000,32562,WHITING OIL AND GAS CORPORATION,FLATLAND  43-9-1XH,MCKENZIE,BAKKEN,10/11/2016,9/3/2016,11315,21191,SAND,Bbl,344234,9810500,NULL,9291,81.7,35,48.08571658,-103.1542018
33053075300000,32561,WHITING OIL AND GAS CORPORATION,FLATLAND  43-9-1H,MCKENZIE,BAKKEN,10/8/2016,9/4/2016,11300,19471,SAND,Bbl,272829,7356300,NULL,9208,81,35,48.08571566,-103.1540175
33053075290000,32560,WHITING OIL AND GAS CORPORATION,FLATLAND  43-9-2H,MCKENZIE,BAKKEN,10/8/2016,9/18/2016,11240,19391,SAND,Bbl,267671,7465285,NULL,9479,80,35,48.08571475,-103.1538332
33053075280000,32559,WHITING OIL AND GAS CORPORATION,FLATLAND  43-9HU,MCKENZIE,BAKKEN,10/12/2016,9/18/2016,11225,19431,SAND,Bbl,329838,9554625,NULL,9501,70.6,35,48.08571383,-103.153649
33023014060000,32558,"PETRO-HUNT, L.L.C.",MARTIN  2-4HN,DIVIDE,BAKKEN,11/2/2016,8/7/2016,9120,19140,SAND,Bbl,64475,2705938,NULL,8620,51.1,20,48.7197771,-103.4816851
33023014050000,32557,"PETRO-HUNT, L.L.C.",RUSSELL  2B-4HS,DIVIDE,BAKKEN,11/7/2016,8/7/2016,9064,18619,SAND,Bbl,102410,3428265,NULL,9235,81,22,48.71977724,-103.4818923
33053075270000,32556,OASIS PETROLEUM NORTH AMERICA LLC,OYLOE  5199 43-23 9B,MCKENZIE,BAKKEN,8/13/2017,5/27/2017,11550,21212,SAND,Bbl,253092,9941726,NULL,9460,83,50,47.87793711,-103.3111083
33053075260000,32555,OASIS PETROLEUM NORTH AMERICA LLC,OYLOE  5199 43-23 8T,MCKENZIE,BAKKEN,8/10/2017,5/29/2017,17470,21250,SAND,Bbl,114726,1526140,NULL,9100,73,21,47.8779371,-103.3112429
33053075210000,32550,WHITING OIL AND GAS CORPORATION,KOALA  31-25-3H,MCKENZIE,BAKKEN,8/6/2017,7/3/2017,11700,19269,SAND,Bbl,156841,9426526,NULL,9136,52,40,47.96147923,-103.4228815
33053075200000,32549,WHITING OIL AND GAS CORPORATION,KOALA  31-25-2H,MCKENZIE,BAKKEN,8/3/2017,7/3/2017,11640,20270,SAND,Bbl,157896,9430640,NULL,8775,50.4,40,47.96155877,-103.4229041
33053075190000,32548,WHITING OIL AND GAS CORPORATION,KOALA  31-25-2TFH,MCKENZIE,BAKKEN,7/26/2017,6/9/2017,11680,20609,SAND,Bbl,181359,8681743,NULL,10859,53,40,47.96164105,-103.4229226
33053075180000,32547,WHITING OIL AND GAS CORPORATION,KOALA FEDERAL  31-25H,MCKENZIE,BAKKEN,8/10/2017,7/3/2017,11645,20583,SAND,Bbl,160480,9431040,NULL,9169,50.4,40,47.96172059,-103.4229451
33053075170000,32546,WHITING OIL AND GAS CORPORATION,KOALA FEDERAL  31-25TFH,MCKENZIE,BAKKEN,8/13/2017,6/9/2017,11735,21223,SAND,Bbl,165936,8574705,NULL,11317,51.4,40,47.96180286,-103.4229636
33053075160000,32545,WHITING OIL AND GAS CORPORATION,KOALA FEDERAL  31-25HU,MCKENZIE,BAKKEN,8/1/2017,6/10/2017,13565,21835,SAND,Bbl,219757,10187726,NULL,9289,51.4,40,47.96188514,-103.4229862
33053075150000,32544,BURLINGTON RESOURCES OIL & GAS COMPANY LP,LASSEN  3-1-26UTFH,MCKENZIE,BAKKEN,8/18/2017,7/14/2017,11340,20703,SAND,Bbl,182769,13849208,NULL,8752,82.7,28,47.87523138,-102.935382
33053075140000,32543,BURLINGTON RESOURCES OIL & GAS COMPANY LP,LASSEN  1-1-26UTFH,MCKENZIE,BAKKEN,8/14/2017,7/14/2017,11335,20832,SAND,Bbl,158285,11881584,NULL,8570,83,28,47.87547811,-102.9353841
33025031290000,32536,RIMROCK OIL & GAS WILLISTON LLC,CHARGING EAGLE  21-25-2TFH,DUNN,BAKKEN,8/2/2016,7/26/2016,11584,20854,SAND,Bbl,133705,7877760,NULL,9325,52.1,26,47.52793135,-102.3455494
33053075130000,32533,"PETRO-HUNT, L.L.C.",USA 153-95-4B-9-4H,MCKENZIE,BAKKEN,12/9/2018,10/15/2018,10164,20251,SAND,Bbl,439153,10949819,15,9278,73.5,43,48.11172337,-102.9043456
33053075120000,32532,"PETRO-HUNT, L.L.C.",USA  153-95-4B-9-5H,MCKENZIE,BAKKEN,12/25/2018,11/24/2018,10246,20315,SAND,Bbl,317621,10473515,15,9243,66.9,49,48.11180558,-102.9044185
33053075110000,32531,"PETRO-HUNT, L.L.C.",USA  153-95-4A-9-6H,MCKENZIE,BAKKEN,12/14/2018,10/25/2018,10238,20226,SAND,Bbl,255287,7343522,15,9305,73.5,41,48.11188779,-102.9044914
33053075100000,32530,"PETRO-HUNT, L.L.C.",USA 153-95-4A-9-7H,MCKENZIE,BAKKEN,12/30/2018,11/12/2018,10464,20481,SAND,Bbl,322446,10500477,15,9280,69.2,49,48.11197,-102.9045643
33053075090000,32529,"PETRO-HUNT, L.L.C.",USA  153-95-4A-9-8H,MCKENZIE,BAKKEN,1/4/2019,11/1/2018,10612,20558,SAND,Bbl,311664,8512260,15,9397,72.7,44,48.11205221,-102.9046413
33025031260000,32528,ENERPLUS RESOURCES USA CORPORATION,FINCH 148-92-22A-21H,DUNN,BAKKEN,4/26/2017,4/21/2017,10512,20304,SAND,Gal,5176549,11370821,15,9211,82.6,40,47.62697406,-102.3718666
33025031250000,32527,ENERPLUS RESOURCES USA CORPORATION,ROBIN 148-92-23B-24H,DUNN,BAKKEN,4/26/2017,4/20/2017,10391,19822,SAND,Gal,4545748,10724219,15,9160,82.6,41,47.62688065,-102.3718988
33053075080000,32526,MARATHON OIL COMPANY,ARDEN USA 14-9TFH,MCKENZIE,SANISH,7/11/2017,6/12/2017,11079,20399,SAND,Bbl,171936,12395525,NULL,9948,38.6,45,47.90606487,-102.7276538
33053075070000,32525,MARATHON OIL COMPANY,KERMIT USA  14-9H,MCKENZIE,SANISH,7/29/2017,5/25/2017,11028,20513,SAND,Bbl,178046,15117138,NULL,9442,49.7,45,47.90606426,-102.7274497
33053075060000,32524,MARATHON OIL COMPANY,RENO USA  24-9TFH-2B,MCKENZIE,SANISH,7/24/2017,6/12/2017,11208,20774,SAND,Bbl,166106,12430066,NULL,9118,40.7,45,47.90606365,-102.7272457
33025031240000,32518,MARATHON OIL COMPANY,STRUTHERS USA  41-5H,DUNN,BAKKEN,4/26/2018,3/16/2018,11950,21958,SAND,Bbl,173475,9847177,NULL,8630,48.3,45,47.66780526,-102.7990169
33025031230000,32517,MARATHON OIL COMPANY,RYAN  42-5TFH,DUNN,BAKKEN,4/24/2018,3/16/2018,11854,21817,SAND,Bbl,179045,9833715,NULL,8987,49.6,45,47.66780975,-102.7996263
33053075050000,32516,XTO ENERGY INC,LUNDIN  11X-15F,MCKENZIE,BAKKEN,10/6/2017,8/18/2017,11665,21346,SAND,Bbl,380640,11635380,NULL,9468,72,40,47.81807305,-103.2136823
33053075040000,32515,XTO ENERGY INC,LUNDIN  11X-15AXB,MCKENZIE,BAKKEN,10/8/2017,9/6/2017,11550,21283,SAND,Bbl,313766,12014991,NULL,9493,62,40,47.81799081,-103.2136819
33053075030000,32514,"EOG RESOURCES, INC.",MANDAREE  31-0706H,MCKENZIE,BAKKEN,12/3/2016,11/12/2016,11357,20833,SAND,Gal,14059212,28744567,7,9522,95.3,46,47.73306673,-102.7518991
33053075020000,32513,"EOG RESOURCES, INC.",MANDAREE  24-0706H,MCKENZIE,BAKKEN,12/5/2016,11/13/2016,11530,20443,SAND,Gal,13522563,27524983,7,9261,91,44,47.73320979,-102.7516956
33053075010000,32512,"EOG RESOURCES, INC.",MANDAREE  30-0706H,MCKENZIE,BAKKEN,12/5/2016,11/9/2016,12236,20385,SAND,Gal,8220768,16919640,7,9525,86.6,37,47.73342045,-102.7514069
33025031220000,32511,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU MAINSTREETER 6-1-25TFH,DUNN,BAKKEN,3/8/2019,2/21/2019,11526,21596,SAND,Bbl,186004,10831104,15,9406,92.4,31,47.53015553,-102.716101
33025031210000,32510,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU MAINSTREETER  5-1-25MBH,DUNN,BAKKEN,3/11/2019,2/21/2019,11547,21716,SAND,Bbl,189844,8555000,15,8685,92.6,31,47.5301543,-102.7162833
33025031200000,32509,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU MAINSTREETER 4-1-25TFH,DUNN,BAKKEN,3/14/2019,2/11/2019,11795,21686,SAND,Bbl,185684,10619000,15,8722,92.6,31,47.53015308,-102.7164656
33025031190000,32508,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU MAINSTREETER 4-1-25MBH,DUNN,BAKKEN,3/16/2019,2/11/2019,11965,22168,SAND,Bbl,193919,8584000,15,8694,93,32,47.53015186,-102.716648
33025031180000,32506,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-36D-25-10H,DUNN,BAKKEN,11/8/2016,10/30/2016,10899,20472,SAND,Gal,5775304,4964103,15,9653,74,33,47.5879239,-102.5888732
33025031170000,32505,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  147-94-1A-12-12H,DUNN,BAKKEN,11/21/2016,11/8/2016,11001,20627,SAND,Gal,10459567,9930719,15,10147,75,33,47.58792427,-102.5889746
33025031160000,32504,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  148-94-36D-25-11H,DUNN,BAKKEN,11/9/2016,10/30/2016,10972,20760,SAND,Gal,6093407,4907089,15,9752,74,33,47.5879219,-102.589076
33025031150000,32503,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  147-94-1A-12-11H,DUNN,BAKKEN,11/18/2016,11/8/2016,10985,20835,SAND,Gal,5723317,5112700,15,9623,74,34,47.58792227,-102.5891774
33025031140000,32502,XTO ENERGY INC,WERRE TRUST FEDERAL  14X-34AXD-S,DUNN,BAKKEN,4/30/2018,3/3/2018,11587,21167,SAND,Bbl,781812,17767340,NULL,9288,87,60,47.58910882,-102.9047557
33025031130000,32501,XTO ENERGY INC,WERRE TRUST  14X-34EXH2-S,DUNN,BAKKEN,2/1/2018,2/26/2018,15970,21310,SAND,Bbl,431502,9878183,NULL,9347,60,35,47.58914218,-102.9046466
33025031120000,32500,XTO ENERGY INC,WERRE TRUST FEDERAL  14X-34AXD-N,DUNN,BAKKEN,4/27/2018,12/11/2017,11600,21079,SAND,Bbl,508210,11677420,NULL,9331,87,40,47.58917829,-102.9045335
33025031110000,32499,XTO ENERGY INC,WERRE TRUST FEDERAL  14X-34EXH2-N,DUNN,BAKKEN,4/24/2018,12/11/2017,12260,21141,SAND,Bbl,512598,11746779,NULL,9335,86,40,47.58921165,-102.9044245
33061039290000,32498,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-LE-  155-93-0718H-1,MOUNTRAIL,BAKKEN,12/13/2017,10/15/2017,10915,20564,SAND,Bbl,130667,8375206,NULL,8532,33,60,48.27095361,-102.6863531
33053074990000,32497,QEP ENERGY COMPANY,TIPI V  13-12-7-18LL,MCKENZIE,BAKKEN,5/31/2018,5/11/2018,10998,20662,SAND,Bbl,214856,14595710,NULL,9428,32.9,51,47.80514822,-102.7726901
33053074980000,32496,QEP ENERGY COMPANY,TIPI V  4-13-12TH,MCKENZIE,BAKKEN,6/2/2018,5/11/2018,11126,20968,SAND,Bbl,189908,10137500,NULL,9346,33,51,47.80514733,-102.7727919
33053074970000,32495,QEP ENERGY COMPANY,TIPI V  1-13-12BH,MCKENZIE,BAKKEN,5/31/2018,5/11/2018,10956,20801,SAND,Bbl,214118,14595710,NULL,9182,32.9,51,47.80514644,-102.7728938
33053074960000,32494,QEP ENERGY COMPANY,TIPI V  1-13-12TH,MCKENZIE,BAKKEN,6/5/2018,5/11/2018,11118,21072,SAND,Bbl,190766,10261500,NULL,9534,33,51,47.80514554,-102.7729956
33023014040000,32487,"PETRO-HUNT, L.L.C.",STEVENS  2B-18HN,DIVIDE,BAKKEN,7/25/2016,7/12/2016,9270,19300,SAND,Bbl,111626,3423951,NULL,9034,83.2,22,48.69091663,-103.5249876
33053074890000,32486,"HESS BAKKEN INVESTMENTS II, LLC",BB-CHAPIN A-  151-95-0403H-6,MCKENZIE,BAKKEN,5/12/2017,4/10/2017,11044,20995,SAND,Bbl,74883,4551088,NULL,8982,32,65,47.93269354,-102.8584793
33053074880000,32485,"HESS BAKKEN INVESTMENTS II, LLC",BB-CHAPIN A-  151-95-0403H-5,MCKENZIE,BAKKEN,5/8/2017,4/15/2017,11104,21028,SAND,Bbl,66205,3640830,NULL,8951,31,52,47.93260307,-102.8584815
33053074870000,32484,"HESS BAKKEN INVESTMENTS II, LLC",BB-CHAPIN A-  151-95-0403H-4,MCKENZIE,BAKKEN,5/3/2017,4/7/2017,11053,21014,SAND,Bbl,52503,3500692,NULL,8659,32,50,47.9325126,-102.8584837
33053074860000,32483,"HESS BAKKEN INVESTMENTS II, LLC",BB-CHAPIN A-  151-95-0403H-3,MCKENZIE,BAKKEN,4/29/2017,4/13/2017,11114,21161,SAND,Bbl,62901,3484060,NULL,8965,31,50,47.93242213,-102.8584859
33053074850000,32482,"HESS BAKKEN INVESTMENTS II, LLC",BB-CHAPIN A-  151-95-0403H-2,MCKENZIE,BAKKEN,4/23/2017,4/4/2017,11110,21155,SAND,Bbl,60991,3500981,NULL,8393,31,50,47.93233166,-102.8584882
33025031100000,32481,XTO ENERGY INC,WERRE TRUST FEDERAL  14X-34A,DUNN,BAKKEN,4/21/2018,1/19/2018,11400,20655,SAND,Bbl,517783,11792494,NULL,9330,88,40,47.589245,-102.9043154
33025031090000,32480,XTO ENERGY INC,WERRE TRUST FEDERAL  14X-34E,DUNN,BAKKEN,2/6/2018,12/29/2017,18150,20909,SAND,Bbl,152530,3353780,NULL,9113,80,12,47.58928112,-102.9042023
33025031080000,32479,XTO ENERGY INC,WERRE TRUST FEDERAL  14X-34AXB,DUNN,BAKKEN,2/4/2018,3/9/2018,11391,20794,SAND,Bbl,491234,11482154,NULL,9292,71,40,47.58931447,-102.9040932
33089008930000,32478,WHITING OIL AND GAS CORPORATION,BUCKMAN  44-9PHU,STARK,BAKKEN,6/1/2017,4/7/2017,12750,21865,SAND,Bbl,277165,9153901,15,9738,66.5,44,46.94938428,-103.1751485
33089008920000,32477,WHITING OIL AND GAS CORPORATION,BUCKMAN  34-9-2PH,STARK,BAKKEN,5/16/2017,4/6/2017,11002,21367,SAND,Bbl,311662,9406839,15,9371,63.2,45,46.94938366,-103.1753289
33025031070000,32472,XTO ENERGY INC,FBIR BLACKMEDICINE 24X-21D,DUNN,BAKKEN,9/14/2017,6/1/2017,10521,21636,SAND,Bbl,368945,22055749,NULL,8692,51,60,47.70421788,-102.336394
33105042440000,32470,CRESCENT POINT ENERGY U.S. CORP.,CPEUSC SUITOR  2-13-24-158N-101W,WILLIAMS,BAKKEN,10/7/2016,9/19/2016,10072,19921,SAND,Bbl,226483,5091314,NULL,8695,75,35,48.51854363,-103.6810547
33025031060000,32467,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU BOXCAR  8-8-22MBH,DUNN,BAKKEN,7/27/2019,6/5/2019,11585,21516,SAND,Bbl,177172,8352000,15,9413,96.7,30,47.53032323,-102.7564975
33025031050000,32466,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU AUDUBON 8-8-22MBH,DUNN,BAKKEN,7/29/2019,6/5/2019,11505,21706,SAND,Bbl,184024,8584000,15,9382,97,31,47.5303214,-102.7563152
33025031040000,32465,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU GOLDEN CREEK 1-1-26TFH,DUNN,BAKKEN,8/3/2019,6/13/2019,11565,21698,SAND,Bbl,158601,9874740,15,9361,96.8,33,47.53031957,-102.7561329
33023014030000,32463,"PETRO-HUNT, L.L.C.",MILT SANDRA  15-20HS,DIVIDE,BAKKEN,2/20/2019,12/23/2018,8961,18442,SAND,Bbl,54631,3314817,15,8868,50.3,34,48.92422578,-103.5602863
33023014020000,32462,"PETRO-HUNT, L.L.C.",HANK KATIE  15-20HN,DIVIDE,BAKKEN,2/14/2019,12/20/2018,8112,17734,SAND,Bbl,54788,3220304,15,9475,48.6,33,48.92422597,-103.5604943
33053074800000,32460,"HESS BAKKEN INVESTMENTS II, LLC",BB-FEDERAL  151-95-1708H-11,MCKENZIE,BAKKEN,3/1/2017,1/25/2017,10990,20996,SAND,Bbl,63816,3464468,NULL,8345,30.5,49,47.89148244,-102.8789138
33053074790000,32459,"HESS BAKKEN INVESTMENTS II, LLC",BB-FEDERAL  151-95-1708H-10,MCKENZIE,BAKKEN,2/25/2017,2/1/2017,11190,21055,SAND,Bbl,67547,3461289,NULL,8538,31,49,47.89157291,-102.8789139
33053074780000,32458,"HESS BAKKEN INVESTMENTS II, LLC",BB-FEDERAL  151-95-1708H-9,MCKENZIE,BAKKEN,2/21/2017,1/23/2017,11031,21069,SAND,Bbl,56633,3499838,NULL,8301,31,50,47.89166337,-102.8789139
33053074770000,32457,"HESS BAKKEN INVESTMENTS II, LLC",BB-FEDERAL  151-95-1708H-8,MCKENZIE,BAKKEN,2/16/2017,1/29/2017,11184,21226,SAND,Bbl,63774,3502182,NULL,8995,31,50,47.89175383,-102.878914
33053074760000,32456,"HESS BAKKEN INVESTMENTS II, LLC",BB-FEDERAL  151-95-1708H-7,MCKENZIE,BAKKEN,2/13/2017,1/19/2017,11140,21234,SAND,Bbl,61980,3713432,NULL,8893,32,53,47.8918443,-102.8789141
33053074750000,32455,MARATHON OIL COMPANY,CUNNINGHAM USA  31-4H,MCKENZIE,SANISH,7/25/2017,5/8/2017,10986,20641,SAND,Bbl,192586,15079279,NULL,9314,45.5,60,47.93522594,-102.7189746
33053074740000,32454,MARATHON OIL COMPANY,GARNESS USA 31-4TFH-2B,MCKENZIE,SANISH,7/15/2017,5/16/2017,11172,20440,SAND,Bbl,169485,9895365,NULL,9211,46.9,45,47.93508887,-102.7189747
33053074730000,32453,MARATHON OIL COMPANY,MARCELLA USA  21-4TFH,MCKENZIE,SANISH,7/21/2017,5/16/2017,11090,20546,SAND,Bbl,216009,17991314,NULL,9109,37.4,45,47.935363,-102.7189746
33053074720000,32452,MARATHON OIL COMPANY,GRADY USA  21-4H,MCKENZIE,SANISH,8/4/2017,5/8/2017,11070,20819,SAND,Bbl,209186,14312654,NULL,9100,37.3,45,47.93550006,-102.7189746
33089008910000,32448,WHITING OIL AND GAS CORPORATION,BUCKMAN  34-21PH,STARK,BAKKEN,6/1/2017,4/27/2017,11010,20920,SAND,Bbl,241281,11479607,15,9186,63.1,45,46.91875457,-103.1776813
33089008900000,32447,WHITING OIL AND GAS CORPORATION,BUCKMAN  24-21PH,STARK,BAKKEN,7/14/2017,4/27/2017,11040,21145,SAND,Bbl,313410,9353958,15,9220,62.9,45,46.91875474,-103.1778616
33053074700000,32445,BURLINGTON RESOURCES OIL & GAS COMPANY LP,LASSEN  2-1-26MBH,MCKENZIE,BAKKEN,8/16/2017,7/15/2017,11187,20685,SAND,Bbl,273720,10060178,NULL,8690,80.7,28,47.87535475,-102.9353831
33105042400000,32443,"NINE POINT ENERGY, LLC",LITTLE MUDDY   2H,WILLIAMS,BAKKEN,5/1/2019,4/6/2019,11574,21223,SAND,Bbl,181381,10038800,15,9167,75.9,60,48.1714632,-103.5811435
33105042390000,32442,"NINE POINT ENERGY, LLC",LITTLE MUDDY   1H,WILLIAMS,BAKKEN,5/3/2019,4/6/2019,11433,21062,SAND,Bbl,183362,10075349,15,9800,74,60,48.17139467,-103.5811444
33105042380000,32441,"NINE POINT ENERGY, LLC",LITTLE MUDDY   23H,WILLIAMS,BAKKEN,1/1/2017,11/15/2016,12082,21120,SAND,Bbl,79566,4040615,NULL,9819,85.6,31,48.17112056,-103.5811483
33105042370000,32440,"NINE POINT ENERGY, LLC",LITTLE MUDDY  21H,WILLIAMS,BAKKEN,12/28/2016,11/18/2016,11535,20995,SAND,Bbl,77218,4020683,NULL,9700,64.6,31,48.17105203,-103.5811492
33105042360000,32439,"NINE POINT ENERGY, LLC",LITTLE MUDDY  19H,WILLIAMS,BAKKEN,12/23/2016,11/20/2016,11619,20734,SAND,Bbl,76499,4018718,NULL,9735,66,31,48.17091498,-103.5811511
33105042350000,32438,"NINE POINT ENERGY, LLC",LITTLE MUDDY  17H,WILLIAMS,BAKKEN,12/20/2016,11/15/2016,11060,20740,SAND,Bbl,343555,10007779,NULL,9808,89.5,31,48.17084645,-103.5811521
33023013960000,32433,"PETRO-HUNT, L.L.C.",BRONKAR  2-6HN,DIVIDE,BAKKEN,8/2/2016,7/18/2016,9195,19222,SAND,Bbl,63261,2670032,NULL,8932,55.8,20,48.7196518,-103.3928752
33023013950000,32432,"PETRO-HUNT, L.L.C.",BRONKAR  2B-6HS,DIVIDE,BAKKEN,8/3/2016,7/18/2016,9110,18820,SAND,Bbl,101918,3427535,NULL,8623,81.6,22,48.71965135,-103.3930824
33053074660000,32431,"BRUIN E&P OPERATING, LLC",FORT BERTHOLD  151-94-26B-35-13H,MCKENZIE,SANISH,7/16/2018,6/5/2018,11140,21085,SAND,Bbl,281739,14369376,15,9573,80,55,47.87574472,-102.6840925
33025031000000,32422,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU BOXCAR  6-8-22 MBH,DUNN,BAKKEN,6/24/2019,5/17/2019,11850,21919,SAND,Bbl,187360,8728582,15,9350,96.2,31,47.53194739,-102.7621158
33025030990000,32421,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU BOXCAR  6-8-22 TFH,DUNN,BAKKEN,6/22/2019,5/16/2019,11483,21335,SAND,Bbl,164630,10545000,15,9368,98.8,30,47.53194708,-102.7619335
33025030980000,32420,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU AUDUBON  7-8-22 TFH,DUNN,BAKKEN,6/20/2019,5/16/2019,11490,21836,SAND,Bbl,174982,11063000,15,9370,98.8,31,47.53194678,-102.7617511
33061039270000,32419,"EOG RESOURCES, INC.",AUSTIN  423-2821H,MOUNTRAIL,BAKKEN,6/8/2016,5/11/2016,9953,16280,SAND,Gal,12959539,12368185,7,8806,92.8,32,48.12582814,-102.2476688
33061039260000,32418,"EOG RESOURCES, INC.",AUSTIN  422-2821H,MOUNTRAIL,BAKKEN,6/8/2016,5/9/2016,11494,19810,SAND,Gal,18487838,16297542,NULL,9054,92.7,42,48.12596521,-102.2476699
33061039250000,32417,"EOG RESOURCES, INC.",AUSTIN  421-2821H,MOUNTRAIL,BAKKEN,6/11/2016,5/13/2016,9902,18686,SAND,Gal,17543631,17152899,NULL,8889,92.6,44,48.12610228,-102.2476709
33061039240000,32408,"SLAWSON EXPLORATION COMPANY, INC.",SLASHER {FEDERAL}  1 SLH,MOUNTRAIL,BAKKEN,8/4/2019,7/17/2019,10333,17659,SAND,Bbl,217087,7600972,NULL,8835,45.8,34,47.94046673,-102.4490816
33053074560000,32406,QEP ENERGY COMPANY,TIPI V  3-13-12TH,MCKENZIE,BAKKEN,10/28/2016,10/7/2016,11256,21069,SAND,Bbl,138648,9999525,NULL,9461,51,51,47.83423972,-102.7824163
33053074550000,32405,QEP ENERGY COMPANY,TIPI V  5-13-12BH,MCKENZIE,BAKKEN,10/31/2016,10/7/2016,11132,21023,SAND,Bbl,138029,10065000,NULL,9269,51,51,47.83423969,-102.7823144
33053074540000,32404,QEP ENERGY COMPANY,TIPI V  3-13-12T2H,MCKENZIE,BAKKEN,11/2/2016,10/16/2016,11302,21036,SAND,Bbl,151267,9571080,NULL,9783,52.7,51,47.83423967,-102.7822126
33053074530000,32403,QEP ENERGY COMPANY,TIPI V  4-13-12BH,MCKENZIE,BAKKEN,11/5/2016,10/17/2016,11190,21019,SAND,Bbl,140711,9969000,NULL,9543,51.4,51,47.83423965,-102.7821107
33053074520000,32402,QEP ENERGY COMPANY,TIPI V  2-13-12TH,MCKENZIE,BAKKEN,11/8/2016,10/28/2016,11271,21037,SAND,Bbl,131335,9662550,NULL,9602,50.9,54,47.83423962,-102.7820088
33053074510000,32401,QEP ENERGY COMPANY,TIPI V  3-13-12BH,MCKENZIE,BAKKEN,11/10/2016,10/28/2016,11183,21070,SAND,Bbl,136079,9975820,NULL,9417,51.4,54,47.8342396,-102.7819069
