API_WellNo,FileNumber,Operator,WellName,County,Pool_Nm,PoolCompDate,Date_Treat,Top_,Bot,Frac_Acid,Units,Vol,Lbs_Prop,Acid_Con,MTPress,MTRate_N,Stages,Wh_Lat,Wh_Long
33061045350000,36757,"KRAKEN DEVELOPMENT III, LLC",ARROW A 15-22 #4TFH,MOUNTRAIL,BAKKEN,12/2/2019,10/30/2019,10345,19174,SAND,Bbl,260459,15315380,NULL,9229,83.3,60,48.16883444,-102.4868411
33061045340000,36756,"KRAKEN DEVELOPMENT III, LLC",ETHAN 15-22 #3TFH,MOUNTRAIL,BAKKEN,12/2/2019,10/21/2019,10340,20459,SAND,Bbl,261965,15249600,NULL,9249,82.8,60,48.16883463,-102.4869764
33061045330000,36755,"KRAKEN DEVELOPMENT III, LLC",PENNY 15-22 #2TFH,MOUNTRAIL,BAKKEN,12/2/2019,10/21/2019,10400,20519,SAND,Bbl,262424,15256965,NULL,9284,84.9,60,48.16883481,-102.4871118
33061045320000,36754,"KRAKEN DEVELOPMENT III, LLC",CANDACE 15-22 #1TFH,MOUNTRAIL,BAKKEN,12/3/2019,10/21/2019,1020,20606,SAND,Bbl,262576,15249510,NULL,9383,81.5,60,48.168835,-102.4872471
33105052440000,36652,"KRAKEN OPERATING, LLC",RED 22-15 #1H,WILLIAMS,BAKKEN,10/24/2019,9/16/2019,9949,20115,SAND,Bbl,211730,10154328,NULL,9443,93.7,60,48.5741781,-103.452953
33105052430000,36651,"KRAKEN OPERATING, LLC",WHITE 23-14 #1H,WILLIAMS,BAKKEN,10/22/2019,9/16/2019,10073,20356,SAND,Bbl,209945,10154330,NULL,9249,83.2,60,48.57417782,-103.4528166
33105052420000,36650,"KRAKEN OPERATING, LLC",BLUE 26-35 #1TFH,WILLIAMS,BAKKEN,10/24/2019,9/16/2019,10148,20491,SAND,Bbl,209127,10154550,NULL,9172,84.1,60,48.57417754,-103.4526802
33105052320000,36632,"KRAKEN OPERATING, LLC",STEVENSON-GARNER LE 31-30  #1H,WILLIAMS,BAKKEN,10/8/2019,8/20/2019,10576,20722,SAND,Bbl,205015,10154398,NULL,9308,94.8,60,48.45864403,-103.3868948
33053091010000,36599,WHITING OIL AND GAS CORPORATION,ERICKSON 14-23-2H,MCKENZIE,BAKKEN,11/26/2019,9/17/2019,11945,21622,ACID,Bbl,535,NULL,15,9000,5.6,1,47.96114587,-103.8255709
33053091010000,36599,WHITING OIL AND GAS CORPORATION,ERICKSON 14-23-2H,MCKENZIE,BAKKEN,11/26/2019,10/12/2019,11945,21622,SAND,Bbl,133752,6405943,15,9027,55.5,39,47.96114587,-103.8255709
33053091000000,36598,WHITING OIL AND GAS CORPORATION,ERICKSON 14-23-3H,MCKENZIE,BAKKEN,11/24/2019,10/14/2019,11486,21495,SAND,Bbl,140217,7966733,15,9126,56.2,40,47.96107664,-103.8254158
33053090990000,36597,WHITING OIL AND GAS CORPORATION,ERICKSON 44-35HU,MCKENZIE,BAKKEN,11/23/2019,10/14/2019,11427,NULL,SAND,Bbl,119544,6999984,15,9024,56.5,34,47.96100743,-103.8252649
33061045070000,36559,WHITING OIL AND GAS CORPORATION,FLADELAND 14-26HU,MOUNTRAIL,BAKKEN,10/22/2019,9/26/2019,10264,19209,SAND,Bbl,201416,8723160,NULL,8903,61.6,35,48.03892055,-102.3523635
33053090920000,36558,"PEREGRINE PETROLEUM PARTNERS, LTD",LARSON 15-10 1H,MCKENZIE,BAKKEN,9/7/2019,8/28/2019,11090,20826,SAND,Bbl,160828,4980543,15,8926,52,25,47.46018981,-103.6519258
33061045060000,36546,WHITING OIL AND GAS CORPORATION,HAUGE 44-36HU,MOUNTRAIL,BAKKEN,9/27/2019,9/2/2019,10122,19442,SAND,Bbl,205007,9030980,NULL,9222,62.1,37,48.02389883,-102.3120827
33061045050000,36545,WHITING OIL AND GAS CORPORATION,HAUGE  44-36-2HU,MOUNTRAIL,BAKKEN,10/10/2019,9/5/2019,10090,24359,SAND,Bbl,318973,10496290,NULL,9160,65.2,56,48.02389733,-102.3118372
33023014400000,36501,"KODA RESOURCES OPERATING, LLC",STOUT  2932-2TH,DIVIDE,BAKKEN,9/19/2019,8/28/2019,9339,19019,SAND,Bbl,202356,14482520,NULL,8774,77,69,48.66204262,-103.9039902
33023014390000,36500,"KODA RESOURCES OPERATING, LLC",STOUT  2917-1BH,DIVIDE,BAKKEN,9/18/2019,8/28/2019,9312,19111,SAND,Bbl,208718,14692768,NULL,8960,79,70,48.66204322,-103.9041558
33053090710000,36495,WHITING OIL AND GAS CORPORATION,IRWIN  41-25-2H,MCKENZIE,BAKKEN,10/25/2019,9/27/2019,11710,20184,SAND,Bbl,154301,7019220,15,9016,55.9,34,47.78909857,-103.8016718
33053090700000,36494,WHITING OIL AND GAS CORPORATION,IRWIN  41-25H,MCKENZIE,BAKKEN,10/24/2019,9/28/2019,11118,20133,SAND,Bbl,187296,9148540,15,9041,55.9,36,47.78922194,-103.8016718
33053090610000,36416,"EOG RESOURCES, INC.",CLARKS CREEK 105-0719H,MCKENZIE,BAKKEN,9/7/2019,8/22/2019,12184,21830,SAND,Gal,11565666,19500840,7,9108,80.3,40,47.90652373,-102.7586188
33053090600000,36415,"EOG RESOURCES, INC.",CLARKS CREEK 18-0719H,MCKENZIE,BAKKEN,9/7/2019,8/22/2019,12161,21807,SAND,Gal,9735921,14094480,7,9228,79.7,40,47.90662982,-102.7587447
33053090580000,36413,"EOG RESOURCES, INC.",CLARKS CREEK 106-0724H,MCKENZIE,BAKKEN,9/7/2019,8/23/2019,11612,21378,SAND,Gal,11370675,21848780,7,9126,83.1,41,47.90684473,-102.7589964
33053090570000,36412,"EOG RESOURCES, INC.",CLARKS CREEK 47-0706H,MCKENZIE,BAKKEN,10/20/2019,9/16/2019,11280,20786,SAND,Bbl,232819,13061390,7,9183,81.8,39,47.90789763,-102.759798
33053090560000,36411,"EOG RESOURCES, INC.",CLARKS CREEK 46-0706H,MCKENZIE,BAKKEN,10/17/2019,9/17/2018,11389,21056,SAND,Bbl,275726,17624440,7,8979,81.9,39,47.90801484,-102.7598993
33053090550000,36410,"EOG RESOURCES, INC.",CLARKS CREEK 45-0705H,MCKENZIE,SANISH,10/17/2019,9/27/2018,11325,20810,SAND,Bbl,279111,16727960,7,9099,78.4,39,47.9081348,-102.7600006
33053090470000,36394,MARATHON OIL COMPANY,YELLOW BULL USA  14-16H,MCKENZIE,BAKKEN,9/28/2019,9/11/2019,11332,21084,SAND,Bbl,198496,8556021,NULL,8456,65.9,45,47.9740627,-102.6100166
33053090460000,36393,MARATHON OIL COMPANY,YESENKO USA  11-21TFH,MCKENZIE,BAKKEN,9/24/2019,9/5/2019,11474,21149,SAND,Bbl,196433,8573353,NULL,8685,66.6,45,47.97406246,-102.6098327
33061044780000,36392,WHITING OIL AND GAS CORPORATION,STENSETH TRUST 11-5HU,MOUNTRAIL,BAKKEN,9/25/2019,8/23/2019,9275,14931,SAND,Bbl,84844,4052114,NULL,9228,55.7,19,48.02238754,-102.362921
33105051690000,36375,"KRAKEN OPERATING, LLC",STEVENSON 31-30  #5H,WILLIAMS,BAKKEN,10/8/2019,8/20/2019,10563,20707,SAND,Bbl,204881,10160695,NULL,9389,81.8,60,48.45864397,-103.3870309
33105051680000,36374,"KRAKEN OPERATING, LLC",WALLACE 6-7  #2H,WILLIAMS,BAKKEN,10/8/2019,8/7/2019,10581,20732,SAND,Bbl,210639,10154450,NULL,9118,82.7,60,48.45864409,-103.3867588
33105051670000,36373,"KRAKEN OPERATING, LLC",GARNER 32-29  #2H,WILLIAMS,BAKKEN,10/13/2019,8/20/2019,10658,20799,SAND,Bbl,206667,10154285,NULL,9241,81.7,60,48.45864415,-103.3866227
33105051660000,36372,"KRAKEN OPERATING, LLC",KING-WALLACE LW 5-8  #1H,WILLIAMS,BAKKEN,10/13/2019,8/7/2019,10684,20843,SAND,Bbl,209673,10154120,NULL,9464,82.6,60,48.45864421,-103.3864866
33105051650000,36371,"KRAKEN OPERATING, LLC",KING 5-8  #2H,WILLIAMS,BAKKEN,10/13/2019,8/7/2019,10666,20835,SAND,Bbl,210371,10154590,NULL,9142,83.9,60,48.45864427,-103.3863505
33053090440000,36370,NEWFIELD PRODUCTION COMPANY,HOFFMANN  150-98-18-19-10H,MCKENZIE,BAKKEN,11/5/2019,10/8/2019,11515,21071,SAND,Bbl,213417,6971071,NULL,9467,86.9,40,47.81826771,-103.2646204
33053090430000,36369,NEWFIELD PRODUCTION COMPANY,HOFFMANN  150-98-18-19-5H,MCKENZIE,BAKKEN,11/19/2019,10/8/2019,11754,21343,SAND,Bbl,207524,6794184,NULL,9515,88,39,47.81826778,-103.2645389
33053090420000,36368,NEWFIELD PRODUCTION COMPANY,HOFFMANN  150-98-17-20-5HLW,MCKENZIE,BAKKEN,11/21/2019,9/19/2019,11502,21421,SAND,Bbl,225459,6956878,NULL,9467,88.2,40,47.81826797,-103.2643352
33053090410000,36367,NEWFIELD PRODUCTION COMPANY,HOFFMANN  150-98-17-20-10HLW,MCKENZIE,BAKKEN,11/10/2019,10/7/2019,11565,21396,SAND,Bbl,228867,6968402,NULL,9497,87.2,40,47.81826809,-103.264213
33053090400000,36366,NEWFIELD PRODUCTION COMPANY,HOFFMANN  150-98-17-20-6H,MCKENZIE,BAKKEN,11/3/2019,9/19/2019,11530,21398,SAND,Bbl,226244,6839399,NULL,9540,87.3,39,47.8182682,-103.2640908
33053090390000,36364,NEWFIELD PRODUCTION COMPANY,SCHNEIDERMAN  150-99-29-32-2HLW,MCKENZIE,BAKKEN,9/18/2019,8/14/2019,11761,21660,SAND,Bbl,219083,7201906,NULL,9377,67,26,47.79170535,-103.3864008
33025037910000,36352,MARATHON OIL COMPANY,DELMONT  34-23H,DUNN,BAKKEN,7/28/2019,7/2/2019,11299,21201,SAND,Bbl,227866,7971195,NULL,9118,61,45,47.44547695,-102.7473571
33025037820000,36324,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU BURNER  1A TFH,DUNN,BAKKEN,8/5/2019,6/13/2019,11610,21781,SAND,Bbl,176784,10910786,15,9446,97,31,47.53031592,-102.7557683
33061044540000,36323,WHITING OIL AND GAS CORPORATION,OPPEBOEN 14-5HU,MOUNTRAIL,BAKKEN,9/26/2019,8/7/2019,10778,19480,SAND,Bbl,154761,7438015,NULL,9016,56.7,35,48.01056753,-102.3639127
33061044530000,36321,WHITING OIL AND GAS CORPORATION,JONES  12-8HU,MOUNTRAIL,BAKKEN,11/17/2019,10/24/2019,10310,17079,SAND,Bbl,143650,5783700,NULL,9121,62.7,28,48.17570033,-102.4173372
33053090240000,36318,PETROSHALE (US) INC.,ANDERSON NORTH  2MBH,MCKENZIE,BAKKEN,10/6/2019,8/21/2019,11464,21465,SAND,Bbl,222057,383850,15,8170,75,46,47.72574289,-102.9401051
33053090230000,36317,PETROSHALE (US) INC.,ANDERSON NORTH  1TFH,MCKENZIE,BAKKEN,10/4/2019,8/20/2019,11540,21519,SAND,Bbl,221083,8749125,15,8209,75,50,47.72587996,-102.9401079
33053090220000,36316,PETROSHALE (US) INC.,ANDERSON NORTH  1MBH,MCKENZIE,BAKKEN,9/27/2019,8/19/2019,11479,21477,SAND,Bbl,234381,9883125,15,8175,75,50,47.72601702,-102.9401108
33053090130000,36300,NEWFIELD PRODUCTION COMPANY,SCHNEIDERMAN  150-99-29-32-7H,MCKENZIE,BAKKEN,10/5/2019,7/28/2019,11469,21212,SAND,Bbl,454748,13750725,NULL,9400,86.5,40,47.79141556,-103.3748042
33053090120000,36299,NEWFIELD PRODUCTION COMPANY,SCHNEIDERMAN  150-99-29-32-6H,MCKENZIE,BAKKEN,10/7/2019,8/29/2019,12934,21305,SAND,Bbl,375077,11678786,NULL,9290,86,34,47.7914978,-103.3748042
33053090110000,36298,NEWFIELD PRODUCTION COMPANY,SCHNEIDERMAN  150-99-29-32-5H,MCKENZIE,BAKKEN,10/9/2019,8/30/2019,11886,21412,SAND,Bbl,223730,6829890,NULL,7374,67.9,40,47.79158004,-103.3748043
33053090090000,36296,NEWFIELD PRODUCTION COMPANY,SCHNEIDERMAN  150-99-29-32-3H,MCKENZIE,BAKKEN,9/17/2019,7/19/2019,11524,21569,SAND,Bbl,227964,7307285,NULL,9500,70.4,40,47.79163681,-103.3864009
33053090060000,36285,"NINE POINT ENERGY, LLC",HOVDE E 150-100-6-7-5H,MCKENZIE,BAKKEN,8/18/2019,8/3/2019,11281,21032,SAND,Bbl,175143,10159216,NULL,9574,58.6,60,47.84737248,-103.5272701
33053090050000,36284,"NINE POINT ENERGY, LLC",HOVDE E 150-100-6-7-6H,MCKENZIE,BAKKEN,8/20/2019,8/3/2019,11409,21166,SAND,Bbl,184747,10158983,NULL,9804,75.9,60,47.84737234,-103.5271682
33025037560000,36267,MARATHON OIL COMPANY,BLANCHE  14-36H,DUNN,BAKKEN,7/20/2019,6/15/2019,11258,21147,SAND,Bbl,212608,7351300,NULL,9163,61.3,45,47.41656669,-102.735776
33025037550000,36266,MARATHON OIL COMPANY,DASHA USA  44-11H,DUNN,BAKKEN,8/4/2019,7/14/2019,11405,21088,SAND,Bbl,218066,8223382,NULL,9095,64.9,45,47.47114821,-102.7322679
33025037540000,36265,MARATHON OIL COMPANY,DOROTHY  14-12TFH,DUNN,BAKKEN,8/3/2019,7/15/2019,11397,21119,SAND,Bbl,184367,6393424,NULL,9051,64.9,45,47.47111868,-102.7320695
33061044510000,36258,"HESS BAKKEN INVESTMENTS II, LLC",RS-HARSTAD- 155-91-0433H-2,MOUNTRAIL,BAKKEN,10/27/2019,9/7/2019,9796,19904,SAND,Bbl,238633,12672071,NULL,9331,92.7,39,48.26804384,-102.3877079
33061044500000,36257,"HESS BAKKEN INVESTMENTS II, LLC",RS-HARSTAD- 155-91-0433H-3,MOUNTRAIL,BAKKEN,11/2/2019,9/8/2019,9847,19937,SAND,Bbl,240849,12766294,NULL,9230,93.2,39,48.26804339,-102.3878434
33061044490000,36256,"HESS BAKKEN INVESTMENTS II, LLC",RS-HARSTAD- 155-91-0433H-4,MOUNTRAIL,BAKKEN,11/7/2019,9/8/2019,9907,19989,SAND,Bbl,238436,12765084,NULL,9407,92.8,39,48.26804295,-102.387979
33061044480000,36255,"HESS BAKKEN INVESTMENTS II, LLC",RS-HARSTAD- 155-91-0433H-5,MOUNTRAIL,BAKKEN,11/12/2019,9/18/2019,10025,20093,SAND,Bbl,242996,12668138,NULL,9222,88.2,45,48.2680425,-102.3881146
33025037530000,36236,BURLINGTON RESOURCES OIL & GAS COMPANY LP,CCU PRAIRIE ROSE  1B TFH,DUNN,BAKKEN,8/31/2019,8/17/2019,11805,20923,SAND,Bbl,129435,5873800,15,9336,96.1,28,47.52611834,-102.8396796
33061044340000,36212,WHITING OIL AND GAS CORPORATION,SORENSON  11-3HU,MOUNTRAIL,BAKKEN,10/9/2019,9/14/2019,10144,20151,SAND,Bbl,216811,8069110,NULL,8993,63.6,39,48.02230984,-102.3207763
33105051490000,36192,"BRUIN E&P OPERATING, LLC",WM JOHNSON  157-99-3B-10-1T,WILLIAMS,BAKKEN,8/28/2019,7/31/2019,10563,20650,SAND,Bbl,225207,10222425,15,9821,82,57,48.4587211,-103.4670631
33025037270000,36167,MARATHON OIL COMPANY,MEREDITH  14-24H,DUNN,BAKKEN,8/8/2019,6/29/2019,11265,21122,SAND,Bbl,210482,8255134,NULL,8374,66,45,47.44552839,-102.7377158
33105051300000,36157,"NINE POINT ENERGY, LLC",S MISSOURI 152-103-9-11-12H,WILLIAMS,BAKKEN,12/3/2019,10/9/2019,12117,24754,SAND,Bbl,240871,13056569,NULL,9722,77.1,80,48.01420458,-103.8759159
33105051290000,36156,"NINE POINT ENERGY, LLC",S MISSOURI 152-103-9-11-11H,WILLIAMS,BAKKEN,11/22/2019,10/9/2019,11732,24387,SAND,Bbl,239654,13060082,NULL,9235,76.4,80,48.01420517,-103.8758136
33105051280000,36155,"NINE POINT ENERGY, LLC",S MISSOURI 152-103-9-11-10H,WILLIAMS,BAKKEN,11/1/2019,10/9/2019,11441,24102,SAND,Bbl,237522,13045649,NULL,9294,76.2,80,48.01420577,-103.8757114
33053089680000,36154,WHITING OIL AND GAS CORPORATION,MARTELL 34-36HU,MCKENZIE,BAKKEN,7/20/2019,7/5/2019,12687,21441,SAND,Bbl,143444,5016060,15,9089,61.4,36,47.84883113,-103.8053044
33025037210000,36142,HUNT OIL COMPANY,COOK 146-93-24-13H-  4,DUNN,BAKKEN,7/27/2019,7/11/2019,10837,20025,SAND,Bbl,265124,255373,15,8558,72.7,31,47.445075,-102.4789346
33061044330000,36140,WHITING OIL AND GAS CORPORATION,OPPEBOEN  12-5-2H,MOUNTRAIL,BAKKEN,10/8/2019,8/16/2019,10256,19194,SAND,Bbl,174846,8142924,NULL,8788,57.8,36,48.01656612,-102.3640221
33061044320000,36139,WHITING OIL AND GAS CORPORATION,OPPEBOEN 12-5-4H,MOUNTRAIL,BAKKEN,9/25/2019,8/15/2019,10242,19038,SAND,Bbl,139617,6660266,NULL,8796,57.5,36,48.01640165,-102.3640239
33061044270000,36132,WHITING OIL AND GAS CORPORATION,ED TTT FEDERAL 43-4H,MOUNTRAIL,BAKKEN,11/23/2019,10/19/2019,9968,19466,SAND,Bbl,171038,8085570,NULL,9380,61.4,38,48.1873157,-102.3760287
33061044260000,36131,WHITING OIL AND GAS CORPORATION,ELMA TTT FEDERAL 43-4H,MOUNTRAIL,BAKKEN,11/13/2019,10/17/2019,10057,18200,SAND,Bbl,166059,6798240,NULL,9476,61.4,33,48.187417,-102.3759172
33025037190000,36128,"LIME ROCK RESOURCES III-A, L.P.",STATE 7-25-36H-144-97L,DUNN,BAKKEN,9/30/2019,8/8/2019,11343,21265,SAND,Bbl,194425,6013623,15,12282,62,50,47.26917726,-102.9234878
33105051200000,36127,"BRUIN E&P OPERATING, LLC",BORRUD   156-101-1B-12-3H,WILLIAMS,BAKKEN,6/2/2019,4/11/2019,10510,21100,SAND,Bbl,295845,15990677,15,9592,81,60,48.37207739,-103.617562
33025037180000,36120,MARATHON OIL COMPANY,TUFTE  24-23TFH,DUNN,BAKKEN,8/12/2019,7/14/2019,11373,21378,SAND,Bbl,197972,6382925,NULL,9050,61.4,45,47.44548006,-102.7479573
33025037170000,36119,MARATHON OIL COMPANY,BUGBEE  24-23H,DUNN,BAKKEN,7/31/2019,7/14/2019,11222,21187,SAND,Bbl,218223,8327467,NULL,8863,62.8,45,47.44547912,-102.7477752
33025037160000,36118,MARATHON OIL COMPANY,BREWSTER  24-23TFH,DUNN,BAKKEN,7/30/2019,7/2/2019,11302,21250,SAND,Bbl,201394,6407455,NULL,9157,60.8,45,47.44547818,-102.7475931
33025037150000,36108,MARATHON OIL COMPANY,SARAH  24-12TFH,DUNN,BAKKEN,8/6/2019,7/15/2019,11328,21191,SAND,Bbl,166487,6423715,NULL,8230,64.1,45,47.47108915,-102.7318712
33025037020000,36095,"WPX ENERGY WILLISTON, LLC",ST ANTHONY  9-16HUL,DUNN,BAKKEN,12/5/2019,11/2/2019,11366,20999,SAND,Gal,5109388,8265740,NULL,9615,106.2,33,47.74539973,-102.5919304
33053089570000,36089,"WPX ENERGY WILLISTON, LLC",RUBY   31-30HEL,MCKENZIE,SANISH,6/21/2019,6/6/2019,11368,20959,SAND,Gal,4659493,7077604,NULL,9636,78.2,36,47.84836694,-102.7628761
33053089460000,36047,OASIS PETROLEUM NORTH AMERICA LLC,LEWIS FEDERAL 5300 11-31 4BR,MCKENZIE,BAKKEN,8/11/2019,6/20/2019,11220,20699,SAND,Bbl,331261,6007150,NULL,8967,73,40,48.03565421,-103.6031299
33105051120000,36045,"KRAKEN OPERATING, LLC",RUFFING 27-34  #4H,WILLIAMS,BAKKEN,7/24/2019,5/11/2019,10788,20944,SAND,Bbl,209442,10154309,NULL,9153,82,60,48.40058899,-103.4522679
33105051110000,36044,"KRAKEN OPERATING, LLC",RUFFING 27-34  #5H,WILLIAMS,BAKKEN,7/24/2019,5/11/2019,10679,20637,SAND,Bbl,207871,10154307,NULL,9221,82.3,60,48.40058837,-103.452132
33105051100000,36043,"KRAKEN OPERATING, LLC",RUFFING 27-34  #6H,WILLIAMS,BAKKEN,7/31/2019,5/30/2019,10708,20856,SAND,Bbl,207626,10154740,NULL,9262,84.3,60,48.40058774,-103.451996
33105051090000,36042,"KRAKEN OPERATING, LLC",COVELESKI 26-35 LW  #1H,WILLIAMS,BAKKEN,7/31/2019,5/30/2019,10630,20586,SAND,Bbl,206113,10154770,NULL,9234,82.9,60,48.40058712,-103.4518601
33105051080000,36041,"KRAKEN OPERATING, LLC",COVELESKI 26-35  #5H,WILLIAMS,BAKKEN,8/5/2019,5/29/2019,10671,20818,SAND,Bbl,206923,10154294,NULL,9081,81.7,60,48.40058649,-103.4517242
33053089450000,36040,"WPX ENERGY WILLISTON, LLC",WHITE OWL  32-29HC,MCKENZIE,BAKKEN,10/25/2019,10/15/2019,11699,21315,SAND,Gal,5218565,8328726,NULL,9808,106,34,47.67628796,-102.7378085
33053089440000,36039,"WPX ENERGY WILLISTON, LLC",WHITE OWL  32-29HY,MCKENZIE,BAKKEN,10/26/2019,10/14/2019,11605,21213,SAND,Gal,4042936,5910824,NULL,9604,106,34,47.67636215,-102.7378614
33025036680000,36027,MARATHON OIL COMPANY,PLETAN 11-13TFH,DUNN,BAKKEN,9/17/2019,8/11/2019,11000,20919,SAND,Bbl,177404,6532049,NULL,8835,48.3,45,47.38563634,-102.6116223
33025036670000,36026,MARATHON OIL COMPANY,HERBERT 41-14H,DUNN,BAKKEN,9/10/2019,8/22/2019,10986,20877,SAND,Bbl,191443,8515899,NULL,8721,63.7,45,47.38563665,-102.6118041
33061044110000,36025,WHITING OIL AND GAS CORPORATION,WHITE 43-33-2TFH,MOUNTRAIL,BAKKEN,7/29/2019,6/27/2019,10430,20055,SAND,Bbl,165075,5962860,15,9047,56.7,39,48.11516148,-102.3767477
33053089430000,36019,"WPX ENERGY WILLISTON, LLC",BISON  27-34HX,MCKENZIE,BAKKEN,8/14/2019,7/28/2019,11318,20916,SAND,Gal,4009178,5887288,NULL,9693,102.4,33,47.70221016,-102.7008903
33053089420000,36018,"WPX ENERGY WILLISTON, LLC",BISON  27-34HA,MCKENZIE,BAKKEN,8/13/2019,7/28/2019,11253,20829,SAND,Gal,4061340,5887930,NULL,9577,107,33,47.70221017,-102.7010122
33053089410000,36017,"WPX ENERGY WILLISTON, LLC",BISON  27-34HW,MCKENZIE,BAKKEN,8/12/2019,7/28/2019,11364,20956,SAND,Gal,5857319,9666990,NULL,9625,102,33,47.70221291,-102.7011342
33053089400000,36016,"WPX ENERGY WILLISTON, LLC",BISON  27-34HEL,MCKENZIE,BAKKEN,8/10/2019,7/28/2019,11303,20992,SAND,Gal,4496809,7004604,NULL,9635,106.5,33,47.70221291,-102.7012561
33025036610000,36015,RIMROCK OIL & GAS WILLISTON LLC,TWO SHIELDS BUTTE  5-7-24-16H3U,DUNN,BAKKEN,8/15/2019,6/7/2019,11225,21190,SAND,Gal,7961940,10097882,NULL,9617,92,46,47.74245775,-102.5135457
33025036600000,36014,RIMROCK OIL & GAS WILLISTON LLC,TWO SHIELDS BUTTE  5-7-8-1H3U,DUNN,BAKKEN,8/15/2019,6/7/2019,11189,21215,SAND,Gal,7881478,10125609,NULL,9622,93,46,47.74232072,-102.5135504
33061044100000,36013,"KRAKEN DEVELOPMENT III, LLC",BIGFOOT 23-11   #4TFH,MOUNTRAIL,BAKKEN,7/15/2019,6/26/2019,10899,26329,SAND,Bbl,401070,23071160,NULL,9154,82.3,90,48.04920098,-102.4812524
33061044090000,36012,"KRAKEN DEVELOPMENT III, LLC",BIGFOOT 23-11   #3H,MOUNTRAIL,BAKKEN,7/15/2019,6/10/2019,10686,26118,SAND,Bbl,351834,15444520,NULL,9204,87.5,105,48.04920162,-102.4813874
33061044080000,36011,"KRAKEN DEVELOPMENT III, LLC",BIGFOOT 23-11   #2TFH,MOUNTRAIL,BAKKEN,7/18/2019,6/26/2019,10774,26191,SAND,Bbl,401038,23071950,NULL,9166,82,90,48.04920227,-102.4815224
33061044070000,36010,"KRAKEN DEVELOPMENT III, LLC",BIGFOOT 23-11 LW  #1H,MOUNTRAIL,BAKKEN,7/18/2019,6/10/2019,10540,25965,SAND,Bbl,350488,15444390,NULL,9436,84.3,105,48.04920291,-102.4816575
33023014380000,36003,HUNT OIL COMPANY,ALEXANDRIA 161-100-22-15H  2,DIVIDE,BAKKEN,8/2/2019,7/16/2019,8077,18577,SAND,Bbl,255756,313037,15,7888,79,41,48.75103935,-103.6428725
33053089290000,35996,WHITING OIL AND GAS CORPORATION,MARTELL 34-36-3H,MCKENZIE,BAKKEN,7/18/2019,7/6/2019,10982,20402,SAND,Bbl,142163,5004040,15,9066,61.8,38,47.8488278,-103.8049375
33053089280000,35995,WHITING OIL AND GAS CORPORATION,MARTELL  34-36-2H,MCKENZIE,BAKKEN,7/14/2019,7/6/2019,10984,20929,SAND,Bbl,156495,6118260,15,9082,63.6,39,47.84883002,-103.8051821
33105051000000,35987,"NINE POINT ENERGY, LLC",LITTLE MUDDY   8H,WILLIAMS,BAKKEN,6/17/2019,5/19/2019,11064,20772,SAND,Bbl,185190,10252581,NULL,9832,76.8,60,48.18717708,-103.5847986
33105050990000,35986,"NINE POINT ENERGY, LLC",LITTLE MUDDY   7H,WILLIAMS,BAKKEN,6/13/2019,5/20/2019,11189,20882,SAND,Bbl,177669,10160840,NULL,9822,76.3,60,48.18717684,-103.584696
33105050980000,35985,"NINE POINT ENERGY, LLC",LITTLE MUDDY   6H,WILLIAMS,BAKKEN,6/11/2019,5/20/2019,11286,21155,SAND,Bbl,182854,10207844,NULL,9230,77.9,60,48.18717661,-103.5845934
33105050970000,35984,"BRUIN E&P OPERATING, LLC",WM HELSTAD  158-99-34C-27-4B,WILLIAMS,BAKKEN,8/22/2019,7/6/2019,10662,20660,SAND,Bbl,277110,15140686,15,9504,80,57,48.45872204,-103.4665476
33105050960000,35983,"BRUIN E&P OPERATING, LLC",WM JOHNSON  157-99-3B-10-4B,WILLIAMS,BAKKEN,8/25/2019,7/19/2019,10665,20765,SAND,Bbl,263385,14451938,15,9494,84,42,48.45872167,-103.4667538
33061044010000,35982,SINCLAIR OIL & GAS COMPANY,URAN 7-15H,MOUNTRAIL,BAKKEN,8/25/2019,7/29/2019,9980,20410,SAND,Bbl,290101,9266584,NULL,9044,78.8,47,48.08003026,-102.4905078
33061044000000,35981,SINCLAIR OIL & GAS COMPANY,URAN 8-15H,MOUNTRAIL,BAKKEN,8/21/2019,7/29/2019,10010,20435,SAND,Bbl,291489,9254478,NULL,8852,80.2,47,48.08003027,-102.4906921
33053089270000,35980,NEWFIELD PRODUCTION COMPANY,STURGEON  150-99-18-19-10H,MCKENZIE,BAKKEN,7/26/2019,5/22/2019,11723,21534,SAND,Bbl,304852,8324690,NULL,7336,71.3,39,47.81680996,-103.410574
33053089260000,35979,NEWFIELD PRODUCTION COMPANY,STURGEON  150-99-18-19-3H,MCKENZIE,BAKKEN,7/28/2019,5/23/2019,11681,21761,SAND,Bbl,299394,8291611,NULL,7404,71,40,47.81672772,-103.4105736
33053089250000,35978,NEWFIELD PRODUCTION COMPANY,STURGEON  150-99-18-19-2H,MCKENZIE,BAKKEN,7/25/2019,5/23/2019,11601,21578,SAND,Bbl,307143,8479090,NULL,7379,70.9,40,47.81664547,-103.4105731
33053089240000,35977,NEWFIELD PRODUCTION COMPANY,STURGEON  150-99-18-19-5H,MCKENZIE,BAKKEN,7/14/2019,5/14/2019,11528,21493,SAND,Bbl,243226,7032415,NULL,7280,61.6,39,47.82016526,-103.3988561
