28694,2533040,7059,44.9,26,9167
29390,1736820,5413,31.5,26,5502
58095,2310163,8417,43,26,9378
63854,2416331,8860,37.3,24,8822
59373,2665126,7872,41.4,26,9579
38299,2131346,8232,28,26,4780
46747,2377135,8450,41.7,26,9645
43542,3332347,8840,36.7,39,12227
59443,3555888,7522,48.6,26,9206
33141,1308072,5924,54.5,20,10116
56260,2709942,8168,37.2,26,8159
71608,2734677,8840,35.5,26,8792
64629,2662444,9408,37.5,26,9164
16070,167874,7442,47.6,26,9289
37743,2590710,8549,44.3,26,10261
46876,2231902,8538,53,26,9620
68780,4757280,8561,46.5,26,10578
64482,4602942,8518,46.9,26,9152
77417,3300000,8500,35,29,9268
48570,2417824,8546,53,26,10156
45291,2152566,8535,53,26,9591
71650,2784678,8400,41.6,26,9480
17761,2030022,3563,23,26,4935
83027,3918700,8999,47.1,38,9504
68599,2912187,8702,57,24,9821
22646,2645420,8250,47.1,26,9418
27202,1264517,6881,44.1,15,4603
43022,2416730,8500,40,26,9412
60005,3460000,9300,30,26,8603
49000,2888185,7900,40,26,9000
49757,2784970,8500,41,26,8742
23000,1310000,7300,40,11,4845
60961,2818646,8689,49.6,26,9094
66691,2601778,9135,38,26,9155
41532,3119005,7929,30.4,30,9197
40087,2611100,9054,41.3,26,8942
20103,169510,5781,22.8,26,8970
67306,4431416,8322,41.2,26,9576
988,352720,6577,25.3,26,9000
40031,2291020,8500,40,26,9405
58847,3534320,7814,46.8,26,9866
44922,2541683,8050,30.8,27,9961
61612,2862500,9300,30,26,9312
77926,3893500,9344,50,32,9750
73424,3680180,9089,41.8,32,9447
47120,2478636,8220,34.9,24,9691
30226,2426320,6919,40.3,26,10154
23369,2266680,8139,35,26,9909
26285,2532400,8290,38.1,26,9876
26285,2532400,8290,38.1,26,9876
82522,3991480,8446,36.3,26,9000
41467,982025,8192,32.7,26,9850
84203,3986800,7914,37.3,26,9818
35472,1061990,8761,29.9,26,9488
48884,2241200,8951,53,26,9595
38132,2600326,7150,31.9,20,9321
79226,3874440,7497,44.5,26,9506
43248,3158520,7707,52.6,29,9503
33844,2541700,5679,26.8,26,5534
56529,2815230,8500,40,26,9710
43474,2421420,8500,40,24,9413
60526,2123627,7175,39,26,6206
50042,2432687,9600,39,26,9238
44634,2215761,8700,36.1,25,8289
56998,3159758,7796,32.5,25,9640
74050,2837682,9235,39,26,9685
20934,1908600,7137,32.8,26,4700
29643,2974420,8080,48.3,26,9761
71341,2551919,7135,41,26,9573
29394,2318980,6983,45.3,26,9609
66386,298384,8271,42,26,9465
73338,2624382,8862,35,26,9398
63999,4426410,7170,37.3,26,9562
71823,3685280,9571,40.7,26,9318
71677,3598180,9098,44.3,26,9003
56435,3540748,9186,40,26,9576
43965,3551460,8395,44.7,26,9130
59278,1707300,7868,46,20,9456
49314,2218357,8460,43.9,26,9549
52232,2369538,8110,42,26,10097
46857,2263060,7861,41.8,26,9561
51586,1593380,8500,40.5,26,10085
42974,2008397,8328,48,26,9356
46650,2300922,8434,42.5,26,10390
45601,2512432,8327,41,26,9515
45846,2264647,8311,41,26,8737
45789,3871800,8151,36.7,26,9473
51404,2481674,8478,41.1,26,9389
69510,3484740,9512,40.9,26,8810
33446,1099085,7617,30.1,26,9359
39467,1038431,8241,34.8,26,9602
35626,1091472,5274,29.4,26,4550
75073,3794684,9118,41.2,32,9565
63094,2890530,9570,46.3,26,11041
23344,1858310,7471,32.4,26,4269
39131,1890294,8380,32,26,9000
43677,2070376,8430,48,26,9477
24134,2656420,8124,31.9,15,9623
22403,1831385,10087,32.4,26,4284
27365,2317500,7547,47.4,22,10747
13076,504274,8341,30.9,26,8635
64054,2907665,10065,37.2,26,8799
87936,4134385,9032,36.1,27,8172
43225,1181421,7290,39,26,8837
47048,2488883,8440,42.1,24,9249
48333,2504101,8330,42,26,9352
74356,3843760,8761,45.4,26,9393
36491,2244469,9770,33.7,26,9366
52115,1764000,4346,25.7,18,5278
75276,3268411,8873,34.3,26,9092
45488,3993320,8192,37.1,38,10913
53051,3951260,7870,33.9,26,8878
43079,1883378,7435,52,26,9405
39817,2212526,7951,31.6,24,9860
54812,2994570,8500,38,24,9648
54727,2725817,8524,35.4,24,8397
53161,3564593,5096,22,26,8403
52337,3085820,6440,41,24,9948
41577,2348710,8500,41,26,9485
69732,3432200,8819,51.5,26,10515
28999,238520,7275,43.2,26,9939
40400,1113178,8020,34.2,22,10552
33062,1102913,7657,29.4,26,9148
18607,274789,7360,27.7,26,9170
35770,2295860,8539,31.4,26,7593
42365,3247030,7590,48.2,26,9687
50883,2627546,8326,42,26,9647
49944,2504095,8505,52,18,9993
22586,2260340,7304,46.4,26,9070
43534,3215891,6900,30.9,26,9291
43289,3523334,8430,61.5,26,9665
33892,2556043,9336,30.7,20,7230
24270,2086355,7700,32.5,26,4463
44671,2380370,8500,41,26,10525
58915,3032020,8500,41,26,11024
45193,2507645,8500,41,26,10665
58198,3091800,8500,41,26,9809
64561,3162970,8267,33.4,25,9772
57201,3156599,8151,34.6,26,8734
98892,4210400,7600,45,35,9093
42907,3415403,7812,40,26,8875
32395,1589380,8978,36.4,26,8696
78243,974265,7676,37.5,12,4668
58896,3760795,8101,39.8,26,10048
45252,2215159,4410,41.9,26,9302
30547,2271711,5889,27,26,5942
44626,2098549,7996,41.6,24,10193
44514,2427900,8000,40,26,9490
77607,3730700,9152,41,26,9464
47063,1077548,9606,32,26,9447
52759,3021780,7570,47,24,10098
65407,2548663,8606,53,26,9519
51583,2616107,7431,43.1,26,10309
33775,1503060,9077,49,26,5669
49838,2507310,7230,42.8,30,9259
81775,3874140,9187,42.5,26,9453
32793,2246769,6510,32,23,8958
